,Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Bladder,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - Cultured fibroblasts,Cells - EBV-transformed lymphocytes,Cervix - Ectocervix,Cervix - Endocervix,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Fallopian Tube,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Kidney - Medulla,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood,Row Mean
FOXA2,,,,,,,,,,,,,,,,-7.965784284662087,,,,-0.15521264992094005,,-4.380821783940931,,-4.473931188332412,-2.7563309190331373,-4.237863830098888,2.474825382086335,,-5.321928094887363,,-0.6850135145314845,,,-5.321928094887363,-1.415037499278844,4.524815928357506,3.8308637567517576,,,,,4.125155131322289,-3.2108967824986183,-1.6438561897747246,,,1.6457016585788349,,4.745775149485796,0.06626144226872127,2.516771606886882,-4.680382065799838,-6.265344566520995,,-1.2992800640195232
FOXA3,-4.035046947099201,-3.736965594166206,-4.717856771218502,-4.473931188332412,-4.473931188332412,-4.795859283219775,-4.265344566520995,-6.265344566520995,-5.573466861883326,-5.380821783940931,-5.380821783940931,-4.836501267717121,-5.210896782498619,-5.158429362604483,-5.265344566520995,-5.058893689053568,-5.717856771218502,-5.321928094887363,-4.035046947099201,-5.50635266602479,-3.395928676331139,0.9884120257247881,-4.473931188332412,-3.2108967824986183,-2.8468432119385794,-2.244685095954902,3.619413010597937,-3.9885043611621707,-3.522840788813359,-4.265344566520995,-4.107803289534515,-6.158429362604483,-6.50635266602479,0.49671798793517713,1.8233417617631433,4.925287386770335,-2.0709665213541437,1.1896664466500504,-4.643856189774724,-4.351074440546879,-3.8783214434117474,4.39780296186249,-3.795859283219775,-0.5022599113909069,-3.795859283219775,-3.9213901653036336,3.430285272977781,-3.4579896444633906,4.90159099190337,1.3939652756602425,-3.0954195650786827,-3.522840788813359,-3.41119543298445,-5.058893689053568,-3.0050304427645567
FOXJ2,4.60229058486114,4.132576842670009,3.4828482830684653,5.129489101516546,4.576522137920503,5.172327491657617,4.468583317006828,2.2436690809668627,2.4284104253573435,2.298071734933995,5.198101209324823,5.092122849838679,2.887135300461908,2.8906412439634437,2.1130336652998913,2.3207734769458703,2.524815928357506,2.109026176498367,2.6699338356689606,2.1534810985136996,4.472487771462744,3.554588851677637,4.122258567811998,5.094236069845765,5.170726276131552,4.689858236319245,3.8404632338695426,4.74416109557041,3.596935142387232,4.642701571833233,4.977279923499917,3.4776773275653072,3.1915626507007557,2.6380738371807184,3.122507072685731,1.9157121001480226,4.5453506448223,3.8171115727956972,4.157852169141737,4.945794956740061,5.068670810665099,2.626439136697315,3.967168607532628,4.299391206126829,4.683134985126093,4.8349134297010385,3.931683057059806,4.086613947409496,3.6959938131099,3.5147534984397533,4.409390936137702,5.323189901088398,4.551516017628014,3.2852542425514475,3.8423945638202883
FOXK1,3.3673710656485296,3.0942360698457656,3.575917361118149,3.9364023777250634,3.727920454563199,4.246408087246385,3.729008870337863,2.4766409086695202,3.0910227509185213,2.5197934862411002,3.605257262939004,3.7845039829295666,3.3178828828294136,3.377123749129487,2.626439136697315,2.929601655236419,2.667665090051406,2.2989515164680525,2.8579809951275723,2.530070742225084,3.2459519471653686,3.4796186084694156,3.792855352362489,3.702657543390911,3.792855352362489,4.150559676575382,3.2794712956444676,3.6610654798069477,3.0717626693000915,3.6542063779442917,3.876762490781555,2.412781525338476,1.961993677420255,2.2066432239833955,2.9244799923590223,1.1966070440948178,3.7808350017382284,2.688404188397458,2.94091844779871,3.4462562298895643,3.8629472480209217,2.0648828515848545,4.383358695385111,3.333423733725192,3.7602209464665095,3.734438666137167,3.243973671919306,3.333423733725192,2.7452373321297494,4.2630344058337934,3.2741125377837754,4.583158003874408,3.4442695024134817,1.4243846715380966,3.2310694550242287
FOXK2,3.792855352362489,3.6667565918848033,3.7355221772965375,3.9240998856407416,3.8669079781431663,4.272769732436511,4.114367024952,2.700883556028269,3.0679828301843024,2.882643049361841,4.1626934322112366,4.19377174339668,3.598126959919604,3.5897634869849773,2.7335712709263764,3.0724488500696925,3.001622119649684,2.643625340099716,2.889473542531109,2.510708792679504,3.8094144442358986,4.3957483281790335,4.134220939760634,4.224966365000275,4.36737106564853,4.244887059123535,3.619413010597937,3.9059284781731347,4.019701914442548,3.925049964727359,4.125155131322289,2.995484518877507,2.478195257939166,2.489799802916523,3.281104731612257,2.3829438695689906,4.184280294419382,3.6316863663119974,4.06177619758669,4.049630767724601,4.2238086586060195,2.651683180632109,4.292045492492862,4.088311235888661,4.391286558111185,4.364572432295856,3.4982508675278257,3.6016965164809576,3.496973580998276,4.7692427951405385,4.064365540263628,4.633140549522396,4.079378111118652,2.187451054027326,3.6498066444080344
FOXO1,5.946496941203293,5.51853513898218,3.5819537508488177,4.9804823555382605,5.0961353249095005,4.883620816285672,4.728464765092534,2.5325663232675124,2.130271954518859,3.306991278624,1.2666366425139894,1.4766409086695202,2.37851162325373,2.176322772640463,2.161565256397032,2.2606279081266987,3.605257262939004,2.913224529330569,3.1575288399066572,2.321350901424617,5.520107901637548,3.380590934265922,4.2660368939953175,5.560409266362118,5.484782623077873,4.652486494918165,4.028569152196771,4.886062338345599,3.438292851579147,5.081510068120917,6.031880365587182,3.682573297347578,2.4523318565454013,2.8921967104654853,3.018456140568036,3.130601449790564,5.181698911096105,3.9088129077395473,6.061344188288391,6.772149590784542,6.789859640913649,2.9769134782246702,3.7990873060740036,4.277240898332068,4.772941337831336,4.8875252707415875,4.253232938538032,4.178714641175443,3.307574244604612,4.03121873061072,5.18626283566979,6.198199455437488,5.129489101516546,2.323658291026245,4.03640735940521
FOXP1,3.9020735793107426,3.4620523187964327,1.2642361510435471,4.791293148592206,4.192194165283345,4.757556688939453,4.255500733148386,1.1673579277385142,2.0111377831889925,3.0844044829343473,1.925999418556223,1.729879012125935,2.4864569557687313,2.8219142593092363,1.5459683691052926,1.2497487150835689,3.097779325922904,2.797012977836145,1.7790495528374586,1.3544521605795619,3.776103988073164,-1.6665762662748083,2.4885150089578123,3.5285713188707577,3.574707046415546,4.717539343391165,3.7021034066293876,4.920769673020648,3.1610814822771838,5.0192571186810815,3.682573297347578,2.2421451608495793,1.4409521980296367,1.5410191531335593,2.297191416565856,1.6359865037456232,4.197708157955851,3.8303567474192195,1.1877677470460248,3.6701605141266334,4.491532461804321,1.873813198359087,3.0496307677246004,4.217230716220669,2.9880483974831935,3.230510460366176,3.582556003014061,3.19503256501146,3.412781525338476,2.737037727114942,3.920293300211007,4.031659854308054,3.7687136570304847,2.5777309314900805,2.957418005700725
GABPA,4.455491620628468,4.191404728852764,3.6650516142892147,4.182295025025483,4.157447996274298,4.143230134776893,4.006298023900369,2.405447843707535,2.2360333320058343,3.1355348697611896,4.044394119358453,3.849999259466098,2.315566230318949,2.5137433845942603,2.4340276746635974,2.5187868962537183,3.0145338332954577,2.85658737530124,3.4918530963296748,2.6443177783375775,4.354734239970604,4.447909748742077,4.400196342026577,4.6194130105979365,4.532005193790571,4.004501392234941,3.6076262208454875,3.886550147324343,3.5447326559326235,3.777156666004501,4.483493351284395,2.8832297890327316,2.262733813054107,2.559491813205038,3.2412300355154455,2.7266132708063986,3.957914598632985,3.6976626334705185,2.9330060237191242,4.479618608469416,4.636914580355878,2.4081683707081063,3.682573297347578,3.8569856897822046,3.607034345948616,3.5643781685650637,3.885574364371426,4.066089190457772,3.2291264326132785,4.082361969557474,4.640967910449898,4.8060662260890314,4.303415462685624,1.6955484681330995,3.576427201275294
GATA1,-1.074000581443777,-1.3959286763311392,-3.9885043611621707,-2.4188898247744506,-2.547931769776189,-2.932361283124637,-0.46394709975979026,-3.265344566520995,-3.9434164716336326,-3.158429362604483,-3.77595972578207,-3.4579896444633906,-3.1713684183119812,-3.41119543298445,-3.1713684183119812,-2.4188898247744506,-2.9885043611621707,-3.380821783940931,-1.905088352974533,-2.736965594166206,-1.63486740654747,-3.6989977439671855,,-1.325539348439741,-1.5104570643575264,-1.9714308478032292,-1.7563309190331373,-0.5521563556379144,-1.8160371651574052,-0.520769438793664,-1.380821783940931,-3.473931188332412,-3.8996950942043145,-2.888968687611256,-1.0923401721467105,-3.0350469470992008,1.8840117375835215,-2.005782352594006,-4.473931188332412,-1.1202942337177118,-3.1844245711374275,-4.473931188332412,-0.3978282092466207,-0.6303939299681621,-1.4422223286050742,-1.107803289534515,-0.720231578406405,0.9456077031813722,-1.3770696490798233,1.8527978928187712,-1.7908586021614084,-1.0528949484321255,-1.244685095954902,4.689858236319245,-1.921025873824069
GATA2,4.595145567990858,4.022367813028454,1.556306784224977,2.960326357123216,3.429615964201736,2.541267017585829,4.442280035252584,0.6580972053513715,0.5250665920782109,0.8929738152733337,-0.02326977932284719,0.992043276171657,1.54399071966485,0.8999489861896718,0.8188505608954335,0.9664304673062981,0.5567972465927431,0.901494455047575,1.4520682302238108,1.5892841066712498,4.150559676575382,-4.184424571137427,2.5668151540108965,5.955591791753994,6.040892430646901,2.785550551739256,2.718526026462262,3.793895882548878,2.4198085289392752,3.8649289722897877,5.844737144060685,2.9240998856407416,2.972141200200944,3.777156666004501,4.3458930856874085,-0.6850135145314845,5.804776377955828,2.4949275674791247,1.8875252707415875,3.964398632203184,2.1734472860572662,2.7784188664707417,3.854993016757,6.123086750981061,3.0009014027415324,3.527320607877047,3.2720231890610485,4.004501392234941,2.7614980445501014,2.62993940943954,3.62993940943954,6.4277737623785205,5.272956307935107,-0.21256753548313206,2.740890816504871
GATA3,2.1956625628559205,2.1070182498821204,1.859969548221026,-0.4860040206329874,1.2338880601742772,-1.7858751946471527,3.876762490781555,-4.035046947099201,-4.717856771218502,-4.265344566520995,-4.756330919033138,-3.816037165157405,-3.8783214434117474,-4.411195432984449,-3.9885043611621707,-2.0174170530774096,-4.321928094887363,-4.158429362604483,-1.8059129478836977,-0.17951465701362104,5.476705706668179,2.686164326061359,-1.3327890875191293,0.8343067029629078,0.6050201530624095,-1.0409717810563062,-0.19264507794239588,-0.8996950942043145,-0.248107861595691,-0.4799549759601824,-0.25153876699596445,0.25459404303314104,0.1190241031422746,4.398487190018967,4.8938475581329195,-0.5713215900517699,2.6535186707535994,3.2149019101606964,0.02715405150372665,-0.2880646430210785,-2.0174170530774096,-3.265344566520995,2.7123756728806727,4.135863165368679,8.07360604057494,7.9313284848937915,1.5150059164337295,3.37016428054021,-0.8598757760909294,-1.026205070347394,2.567545447643747,-0.9213901653036335,4.147306698780294,1.514501036274285,0.19232743747747974
GATA4,-5.265344566520995,-3.7178567712185018,-0.4819685073978307,-3.8996950942043145,5.34766565630097,-5.380821783940931,-3.965784284662087,-6.965784284662087,-7.380821783940931,-6.795859283219775,-6.058893689053568,-5.265344566520995,-6.265344566520995,-6.50635266602479,-6.380821783940931,-6.265344566520995,-6.965784284662087,-6.965784284662087,-6.50635266602479,-7.965784284662087,-5.210896782498619,-1.8836352433082153,-5.643856189774724,-4.608232280044003,-4.184424571137427,-4.608232280044003,-5.011587974275212,1.511973981781801,-5.158429362604483,-3.8365012677171206,-1.6989977439671857,5.74604398299834,5.498250867527825,-5.878321443411748,-7.158429362604483,3.904002316283692,-3.643856189774725,-5.011587974275212,-5.965784284662087,-5.380821783940931,7.170425850272508,4.395405604566331,-3.5563933485243853,-3.8365012677171206,-4.965784284662087,-5.107803289534515,-3.8996950942043145,-3.6803820657998387,4.843983844048327,5.67581593117227,-3.965784284662087,-2.4266254735540556,-4.158429362604483,-5.50635266602479,-3.3498800287914183
GATA6,2.3737873937226124,4.960233671694454,6.035293987472724,5.772149590784542,5.676521302056555,4.969933274697856,5.046578366620329,-5.011587974275212,-4.756330919033138,-4.608232280044003,-4.680382065799838,-4.011587974275212,-4.380821783940931,-4.795859283219775,-4.756330919033138,-4.539519529959989,-4.921390165303634,-4.717856771218502,-3.395928676331139,-4.210896782498619,2.471707725463265,-3.539519529959989,-0.18114943910456646,2.8318772411916733,2.9474791459666747,2.330271553416697,3.550900664647523,2.7439457518815424,-0.28103566424046145,2.5010569236595144,5.934752370963028,5.089159131911238,4.710668699674626,0.9752633216784935,1.3640120535586147,2.6800992698569166,4.687060688339892,-0.08314123530024586,-1.2412704315421375,1.708849377105179,6.923030298263772,3.770300489499416,-0.21926996352362352,2.266036893995317,0.8221182747293445,0.5380414533336636,3.7813597135246595,4.519793486241101,5.436961337833602,3.5472030247569317,3.3405622690264134,5.490249210627085,1.3912178076028974,-4.011587974275212,1.015644007461459
GFI1,-0.5713215900517699,0.33113192221720217,-1.560642821525743,-0.5063526660247899,-0.32012585225337686,-1.9827907099677768,-0.10469737866669324,-3.8783214434117474,-4.380821783940931,-4.107803289534515,-4.442222328605074,-3.9213901653036336,-3.7178567712185018,-3.8365012677171206,-3.5563933485243853,-3.2515387669959646,-4.132894270497346,-4.293358942690592,-1.8416629728328993,-3.2515387669959646,-0.6371093573341396,3.652486494918165,-3.365871442474959,-0.061902438925906855,0.3617683594191533,-1.2276920250415968,1.7916057247045516,-1.074000581443777,-0.6326289343514705,-0.9489759969755331,0.7432995278882567,-2.089267338097087,-3.41119543298445,-1.7661119398257228,-1.639354797539784,-1.142417044615852,2.1473066987802936,0.20914139783859167,-3.77595972578207,-0.42468766931256313,-1.4540316308947074,2.48155728070859,-0.3219280948873623,0.3230817895037326,-1.3770696490798233,-1.1109159014018506,2.9390384696321226,3.279174108489047,0.3994445645894576,0.9523335663696857,0.4531224465958125,0.007195501404203766,0.10969486482592981,2.1476323268238584,-1.0701914832040522
GFI1B,-4.473931188332412,-4.643856189774724,-5.643856189774724,-5.265344566520995,-5.058893689053568,-5.321928094887363,-3.395928676331139,-4.836501267717121,-4.237863830098888,-4.921390165303634,-4.717856771218502,-4.756330919033138,-4.573466861883326,-4.237863830098888,-4.795859283219775,-4.293358942690592,-4.643856189774724,-5.321928094887363,-4.573466861883326,-4.836501267717121,-4.921390165303634,-3.6259342817774622,-5.265344566520995,-3.6803820657998387,-4.921390165303634,-4.965784284662087,-2.22431729826094,-3.9885043611621707,-4.795859283219775,-3.9213901653036336,-4.965784284662087,-4.265344566520995,-4.756330919033138,-5.321928094887363,-5.321928094887363,-5.210896782498619,-0.98564470702293,-5.158429362604483,-6.265344566520995,-4.473931188332412,-4.643856189774724,-5.058893689053568,-4.351074440546879,-3.473931188332412,-4.50635266602479,-4.107803289534515,-2.0174170530774096,-0.4305089080412838,-4.411195432984449,2.465974464504069,-4.608232280044003,-3.8996950942043145,-4.132894270497346,1.7163324802879873,-4.167507215589067
GLIS1,0.4265331381166733,0.3080113145521776,-2.795859283219775,0.15055967657538138,0.835924074254375,1.1315894843281353,2.092207438097089,-0.5606428215257431,0.4583820041560132,0.008630305143440056,2.5053828490623045,2.822526219038832,1.340847077050414,1.0122110839508744,-0.195946441032647,0.2582173895360179,0.5772475355931507,-0.6126374591640045,-1.0144995696951151,-1.63486740654747,0.9515877948147541,-5.643856189774724,2.6390005724243335,2.6175335834754234,2.74609774369,-1.2688167584278,-1.1616532634787693,-0.2968993003958401,-0.03209362970985334,-1.518701058452435,0.3840498067951597,-0.48398485299633537,-3.023269779322847,1.9541963103868751,1.0356239097307212,-4.643856189774724,-1.5820799921880346,0.2582173895360179,-3.8783214434117474,0.5665716406267608,-0.07552000764097772,-4.795859283219775,-2.63486740654747,3.6881803585869264,1.3015876466031868,1.7189643357595386,-0.08314123530024586,-1.8677522017015602,-0.21926996352362352,2.4144061820877476,-0.19429481516148867,0.7672310370238756,3.1034976397033365,-5.573466861883326,-0.10587299395179249
GLIS2,4.23189316164533,4.416839741912829,4.7824085649273735,6.337265086300121,6.0275743044105,5.941341105485299,4.991408466764788,2.5634022205888036,2.7779982556686695,2.757663353760831,4.553360503335328,4.7692427951405385,3.1691232814767574,2.851199338593294,2.2548963363901167,2.7318349144166265,2.627840265043983,2.474565834538475,2.0881415968690176,2.704650675240352,4.0669502439246275,0.13750352374993502,4.5855634984556914,5.030336078370959,5.676239195086378,4.878234879112339,3.593353770980297,5.185866545311334,2.416569549002425,5.177120502846516,5.120600773845165,4.477677327565307,2.963843998362475,5.152994605492435,5.685099172006606,0.6285403192627604,5.677649178624028,3.673556423990145,0.8270060096389769,5.090430042321621,5.539003674268171,2.8102374305907256,5.00539998774259,5.156639310692087,2.823749360308273,3.2530816254075883,3.0053999877425897,2.7253049015744444,3.418189947945766,3.430285272977781,5.173527238122508,5.428108883179305,4.076815597050831,-0.6170561304310095,3.8208606023635325
GLIS3,1.6635723354175227,2.0168528490073365,0.2228045610452611,2.6210555032997394,1.9137989649506961,2.252778951528184,2.3832204333656564,0.607862902831235,0.5636462694840639,0.6735564239901447,-1.1297339296040172,-0.496142467422571,0.9478531433870165,0.7974280821523131,0.2028878334701434,0.6915341649192002,0.36064520246021614,0.279768421593595,0.7916057247045517,0.5008020530571576,1.0207688650945719,-1.231074664436249,2.7623488156441294,2.1352064994306743,3.0804871219370367,0.9767302206771528,0.6021717907533792,1.2332745389909343,-1.1297339296040172,1.0683268614345056,2.546215384779364,0.44890095114512774,-1.1360615495760285,2.1651079851445365,2.6699338356689606,0.4361618393144501,2.151858816727005,1.6658475212555508,-1.0923401721467105,2.4366948875528767,3.1684815845726435,1.76000798683207,1.3453963753912677,1.8176232575114313,-0.9077925619029111,-0.28278970098040423,0.5782141654724543,0.8172139242583266,-0.061902438925906855,1.6210555032997396,3.713695814843359,2.1589832511603864,1.49364733397521,-4.878321443411748,0.9818543721392706
GRHL2,-4.795859283219775,-4.921390165303634,-6.058893689053568,-3.4422223286050744,-4.50635266602479,-4.539519529959989,0.7824085649273732,-4.210896782498619,-3.3510744405468786,-5.965784284662087,-6.058893689053568,-5.380821783940931,-2.8365012677171206,-2.736965594166206,-3.8783214434117474,-4.756330919033138,-6.158429362604483,-6.158429362604483,-5.717856771218502,-5.795859283219775,2.950655037918689,-5.643856189774724,-5.321928094887363,-3.1713684183119812,-3.1844245711374275,-3.5734668618833267,2.8923910259134034,-4.573466861883326,5.05006629830629,-4.717856771218502,1.2066432239833953,-5.795859283219775,-5.795859283219775,1.3322782830569293,2.908428650168787,-1.8889686876112561,2.59598097896562,4.630521963471638,-5.643856189774724,-5.380821783940931,-3.6989977439671855,2.8308637567517576,0.8527978928187713,5.118110505607367,5.371907297595153,5.316145742293356,1.9018805637186575,-4.795859283219775,3.317159328453001,-1.0469210473874926,4.010779838753243,-3.795859283219775,4.401903471607958,-6.058893689053568,-1.9979211901156277
HAND2,2.0100636833446974,3.588564737401352,-0.23276896297612443,5.536985375791937,5.090430042321621,4.609991295212678,5.415150205426387,-5.50635266602479,-5.643856189774724,-5.643856189774724,-1.1778817252706555,-1.3183258582071666,-4.680382065799838,-4.921390165303634,-5.058893689053568,-5.158429362604483,-5.573466861883326,-6.265344566520995,-4.473931188332412,-5.717856771218502,2.458906906850866,-4.717856771218502,3.988684686772166,6.137913322088407,6.352352462786875,7.476543706214256,5.554588851677638,6.10936055940423,0.3662522636995638,6.204571144249203,5.653633311386255,4.857483428286672,4.9205315062779045,-3.3075728019102923,-3.321928094887362,2.4078965487495276,-2.3075728019102923,0.32883646422954,-1.7273795453370082,1.2624331576313474,5.385948657855972,1.6266727526059934,-2.3883554566263383,1.6703871569738338,0.9789277763813988,1.7189643357595386,2.516771606886882,0.9963887464476212,2.232967680531649,0.5459683691052925,2.297191416565856,6.4330428941567686,4.014801602351361,-5.158429362604483,0.6749513992256679
HIC1,4.056583528366367,4.289834465177509,2.4617904629030036,2.180784391078699,3.140778655782796,2.214435697508105,4.062639828286463,0.15315678806142052,0.37851162325372983,0.8678964639926549,1.504366150612272,2.0218350272622385,1.1063483195051467,0.6154162972628701,0.4615285594728771,0.8383467365212307,0.3917677199559967,0.8647309223147511,0.7277026728372381,0.9122666280664496,3.8747969658986654,4.3746917520969255,3.369466483650723,4.405992359675837,4.653633311386255,3.720278465233327,2.881860358421234,3.8349134297010385,1.8800977497219742,3.904002316283692,4.609991295212678,3.115366236609782,2.418189947945766,2.2116352533271493,3.491211756003092,0.8527978928187713,3.8088998392577693,2.0246742804116233,1.4854268271702418,3.773996325111173,4.913846824263042,0.3345682756661327,4.034743949324734,4.0557162635125446,1.9701173976055,2.302172799740752,3.274559861969331,2.8046731402699354,2.274410769317838,2.461266608488791,3.656496370553495,4.829088444004886,3.3861211568148546,-0.438307278601691,2.551891080872031
HIF1A,6.061128135118254,6.430452551665532,7.169925001442312,6.27080923154539,6.5777309314900805,6.368069876532083,5.978424465440858,4.468583317006828,4.46401472450489,4.726558779104974,5.94063660720115,5.528258742758412,4.3110671022555955,4.712045448553693,4.189824558880018,4.844737144060685,4.480265122054463,4.319039815562536,5.163498732282879,4.733896605247495,5.776893568522074,6.097505455818015,8.97699364608239,6.019701914442548,6.241172820903755,5.18308946064076,5.256821968968633,5.653346692722177,6.373126157758923,5.785288980704021,5.904965718684027,4.867402305727543,4.050936965225225,5.79259510251225,6.694532010091844,3.828834649468056,7.03342300153745,6.04625094027534,3.0073749299276478,5.611172380044005,6.002364982057156,3.7366048753142485,5.740387932468353,5.581351247168778,5.709290635723358,5.7540857821979134,5.665904354954898,6.194362890727586,5.038260575175349,5.25171909260596,6.356495987705577,5.781753122164344,6.281234584647019,5.984589350362456,5.555903721778476
HINFP,2.8417718921968325,2.577489253787716,2.438026647123942,2.7947277666952597,2.888499735514123,3.042118988719959,3.4289463447694826,1.8543946777531006,2.262733813054107,2.650994269338053,4.658211482751795,4.551516017628014,2.8769588960695707,2.775050541483175,2.051024003024467,2.2839217723076173,2.778839354681497,2.2717244635105684,2.358396261956654,1.84478735007906,2.9525199490378458,3.114033800550267,2.463099267348104,3.412781525338476,3.6547792169595166,3.354734239970604,3.133563525741106,3.186817459357112,2.782408564927373,3.2224954673020565,3.62760683812965,1.6447792192629533,1.1744064185297491,2.2809563138310565,2.87263179113525,1.7172102990195959,3.080828184596046,2.960326357123216,1.9157121001480226,3.6229303509201767,3.6205864104518777,1.6942116077678906,3.4776773275653072,3.5434958834257717,3.2207942669709597,3.411426245726465,3.0709044841335755,3.5223068928713888,2.650305028920028,3.9373443921502322,3.76659516172927,3.6217588567097327,3.356143810225275,1.9392265777282087,2.8932876179268368
HLF,3.286733323100201,2.926948247949772,3.875780063068488,3.464014724504889,3.2323537677390286,3.9078520718459635,4.300123724569014,3.693208148910016,4.960001932068081,4.165510018041353,5.0870384567669475,4.7420062108667365,5.072963271555224,5.698774108903683,3.4462562298895643,3.1358631653686793,4.2315092108670465,3.9420452599160467,3.0431694948641095,2.733354340613827,3.727920454563199,-3.522840788813359,-3.77595972578207,4.279471295644468,4.644144699932848,4.886062338345599,2.939414661300718,5.621172752683435,3.8972404255747994,6.145677455195635,4.414135532984451,3.1610814822771838,1.9608823446851962,3.1100290927993672,2.9776462757215114,4.322288723570877,3.287028957330926,3.4828482830684653,1.6304054714823233,4.646162657157894,5.71218305120923,0.3045110418099531,4.011674533380918,4.026800059343715,4.359310316890443,4.578938713093386,1.810648747782646,2.7381192887825767,1.2821432287814984,2.202574442561799,4.428946344769483,4.471187460386985,3.6729909938277476,-3.321928094887362,3.352933672016021
HMBOX1,2.7270491303386835,2.686388468847624,3.549053029337288,2.5900031174216864,2.626672752605993,2.434561511872608,2.7895206036003115,2.0018022426339854,2.000360628683515,1.8515991432351455,2.6875086607207277,2.7796799636147558,2.0317480628642786,2.035623909730721,1.9018805637186575,2.4701463670415076,1.781569544815974,1.8188505608954335,2.6672109124808707,2.776735686999212,2.7484612330040354,3.4276061727818994,2.3790663992809042,3.019346088804812,3.0290994573087477,2.454175893185802,2.1093605594042306,2.6850430894766806,2.029629567563064,2.592875582364421,2.8363281339239785,1.9061209529971,1.2265085298086797,1.9800253002387338,2.3085938685842757,1.49364733397521,3.595742339474399,2.3870867700159093,1.1940870521163023,3.3881895371560837,3.3104855462501837,1.313826296390398,2.9001422603598166,2.6076262208454875,2.8591744558664356,2.8505994238126395,2.4995270242150958,3.0545012161825604,2.055195654242125,3.8489984304000227,3.4515408330178317,3.2839217723076173,2.6712933724815757,1.022900402110079,2.4949757709519655
HNF1A,-6.265344566520995,-6.380821783940931,-6.795859283219775,-6.058893689053568,-6.058893689053568,-6.643856189774724,-4.011587974275212,,-6.795859283219775,-6.965784284662087,-4.351074440546879,-4.132894270497346,-5.795859283219775,-5.878321443411748,-6.965784284662087,-6.795859283219775,-6.795859283219775,,-6.50635266602479,-7.158429362604483,-5.878321443411748,-5.50635266602479,-6.265344566520995,-5.380821783940931,-3.965784284662087,-2.145605322246899,2.1156991534315863,-3.816037165157405,-5.717856771218502,-4.921390165303634,-4.132894270497346,,,2.4016304665847406,0.9575432007571052,3.1210154009613658,-4.795859283219775,-6.795859283219775,,-5.795859283219775,-5.380821783940931,1.9305481192478549,-5.965784284662087,-4.680382065799838,-4.965784284662087,-4.539519529959989,2.645240512645265,-6.158429362604483,2.0391383939069585,-1.6620035364849841,-5.965784284662087,-5.50635266602479,-5.878321443411748,-6.50635266602479,-4.4382457553157915
HNF1B,-6.158429362604483,-5.878321443411748,-5.965784284662087,-5.717856771218502,-6.058893689053568,-6.158429362604483,0.14665522211946516,-3.643856189774725,-3.5734668618833267,-4.878321443411748,-5.380821783940931,-4.921390165303634,-3.8365012677171206,-3.7563309190331373,-4.035046947099201,-2.2310746644362487,-4.608232280044003,-4.795859283219775,-3.77595972578207,-3.9434164716336326,-5.573466861883326,5.449891473010944,-5.795859283219775,-4.795859283219775,-4.237863830098888,-3.473931188332412,3.8982083525087177,-5.380821783940931,-5.717856771218502,-5.158429362604483,0.2630344058337938,,,5.740657771623893,6.4984104488609775,3.096936482502957,3.272769732436511,-5.878321443411748,,-6.158429362604483,-4.756330919033138,4.524502537449162,-3.1078032895345147,2.230510460366176,-6.058893689053568,-6.265344566520995,3.6147098441152083,-5.011587974275212,3.486714373030702,3.4502214958971797,-5.158429362604483,-4.539519529959989,-4.643856189774724,,-2.7071475001673933
HNF4A,-6.643856189774724,-5.321928094887363,-4.132894270497346,-6.380821783940931,-5.965784284662087,-6.643856189774724,-5.717856771218502,-5.878321443411748,-2.8468432119385794,-7.643856189774724,-4.878321443411748,-4.756330919033138,-2.279283757478869,-1.977099597889921,-5.107803289534515,-6.965784284662087,-7.643856189774724,-7.965784284662087,-7.643856189774724,-7.380821783940931,-6.643856189774724,-6.795859283219775,-6.643856189774724,-5.058893689053568,-5.321928094887363,-2.954557029238833,5.044175512639209,-6.643856189774724,-5.50635266602479,-6.380821783940931,-3.158429362604483,-6.380821783940931,-7.158429362604483,3.5084286525318573,1.197865391353738,5.79207446192887,-4.011587974275212,-6.50635266602479,-7.158429362604483,-5.573466861883326,-4.265344566520995,2.478195257939166,-6.058893689053568,-6.158429362604483,-5.210896782498619,-4.921390165303634,4.942045259916046,-5.965784284662087,2.4292142298395847,0.23388806017427727,-6.265344566520995,-5.643856189774724,-5.158429362604483,-6.265344566520995,-4.369634914248381
